PathName	X	Y
bienkinh1	1673	3230
bienkinh1	1667	3227
bienkinh1	1663	3223
bienkinh1	1665	3208
bienkinh1	1660	3203
bienkinh1	1654	3198
bienkinh1	1644	3188
bienkinh1	1647	3180
bienkinh1	1654	3173
bienkinh1	1662	3164
bienkinh1	1669	3158
bienkinh1	1683	3147
bienkinh1	1696	3162
bienkinh1	1707	3174
bienkinh1	1713	3180
bienkinh1	1721	3189
bienkinh1	1711	3199
bienkinh1	1704	3206
bienkinh1	1698	3213
bienkinh1	1699	3223
bienkinh1	1708	3232
bienkinh1	1713	3237
bienkinh1	1722	3249
bienkinh1	1725	3253
bienkinh1	1730	3259
bienkinh2	1726	3099
bienkinh2	1730	3096
bienkinh2	1738	3088
bienkinh2	1749	3075
bienkinh2	1758	3078
bienkinh2	1761	3081
bienkinh2	1767	3087
bienkinh2	1773	3097
bienkinh2	1779	3105
bienkinh2	1787	3110
bienkinh2	1794	3112
bienkinh2	1806	3109
bienkinh2	1814	3101
bienkinh2	1821	3091
bienkinh2	1826	3085
bienkinh2	1833	3077
bienkinh2	1842	3070
bienkinh2	1849	3063
bienkinh2	1860	3053
bienkinh2	1865	3046
bienkinh2	1871	3038
bienkinh2	1879	3029
bienkinh2	1887	3018
bienkinh2	1880	3008
bienkinh2	1874	2998
bienkinh2	1870	2994
bienkinh2	1863	2988
bienkinh2	1857	2982
bienkinh2	1849	2971
bienkinh2	1838	2960
bienkinh2	1847	2949
bienkinh2	1856	2940
bienkinh2	1873	2925
bienkinh2	1883	2914
bienkinh2	1888	2905
bienkinh2	1896	2895
bienkinh2	1903	2887
bienkinh2	1908	2879
bienkinh2	1910	2872
bienkinh2	1912	2860
bienkinh2	1916	2851
bienkinh2	1921	2843
bienkinh2	1927	2835
bienkinh2	1932	2827
bienkinh2	1935	2820
bienkinh2	1938	2813
bienkinh2	1941	2806
bienkinh2	1944	2798
bienkinh2	1949	2792
bienkinh2	1954	2788
bienkinh2	1962	2785
bienkinh2	1967	2783
bienkinh2	1970	2780
bienkinh2	1975	2775
bienkinh2	1979	2771
bienkinh2	1983	2764
bienkinh2	1986	2759
bienkinh2	1990	2751
bienkinh2	1993	2744
bienkinh2	1994	2737
bienkinh2	1997	2728
bienkinh2	1999	2723
bienkinh2	2002	2717
bienkinh2	2005	2710
bienkinh2	2007	2701
bienkinh2	2017	2672
bienkinh2	2019	2664
bienkinh2	2020	2657
bienkinh2	2021	2653
bienkinh2	2022	2648
bienkinh2	2024	2641
bienkinh2	2028	2633
bienkinh2	2032	2623
bienkinh2	2036	2616
bienkinh2	2041	2607
bienkinh2	2047	2600
bienkinh2	2053	2592
bienkinh2	2057	2588
bienkinh2	2059	2576
bienkinh2	2060	2564
bienkinh2	2060	2553
bienkinh2	2060	2543
bienkinh2	2060	2534
bienkinh2	2060	2527
bienkinh2	2060	2516
bienkinh2	2061	2505
bienkinh2	2064	2497
bienkinh2	2067	2492
bienkinh2	2075	2483
bienkinh3	2082	2481
bienkinh3	2066	2489
bienkinh3	2062	2496
bienkinh3	2059	2505
bienkinh3	2058	2515
bienkinh3	2058	2524
bienkinh3	2059	2531
bienkinh3	2058	2541
bienkinh3	2057	2553
bienkinh3	2056	2561
bienkinh3	2058	2572
bienkinh3	2058	2582
bienkinh3	2053	2590
bienkinh3	2049	2597
bienkinh3	2044	2604
bienkinh3	2037	2614
bienkinh3	2031	2621
bienkinh3	2025	2628
bienkinh3	2018	2641
bienkinh3	2016	2657
bienkinh3	2018	2671
bienkinh3	2021	2686
bienkinh3	2027	2696
bienkinh3	2033	2702
bienkinh3	2037	2708
bienkinh3	2041	2717
bienkinh3	2040	2725
bienkinh3	2037	2734
bienkinh3	2033	2742
bienkinh3	2028	2748
bienkinh3	2020	2749
bienkinh3	2013	2750
bienkinh3	2001	2751
bienkinh3	1993	2752
bienkinh3	1984	2755
bienkinh3	1978	2766
bienkinh3	1977	2776
bienkinh3	1976	2782
bienkinh3	1962	2794
bienkinh3	1957	2790
bienkinh3	1954	2789
bienkinh3	1947	2792
bienkinh3	1942	2800
bienkinh3	1939	2816
bienkinh3	1936	2822
bienkinh3	1930	2829
bienkinh3	1924	2835
bienkinh3	1915	2842
bienkinh3	1914	2848
bienkinh3	1913	2860
bienkinh3	1911	2868
bienkinh3	1907	2877
bienkinh3	1901	2888
bienkinh3	1896	2896
bienkinh3	1889	2907
bienkinh3	1877	2917
bienkinh3	1871	2924
bienkinh3	1864	2931
bienkinh3	1857	2940
bienkinh3	1850	2947
bienkinh3	1823	2948
bienkinh3	1821	2943
bienkinh3	1813	2940
bienkinh3	1809	2945
bienkinh3	1805	2951
bienkinh3	1797	2957
bienkinh3	1789	2964
bienkinh3	1782	2972
bienkinh3	1776	2977
bienkinh3	1771	2983
bienkinh3	1765	2989
bienkinh3	1760	2993
bienkinh3	1754	2999
bienkinh3	1747	3006
bienkinh3	1742	3011
bienkinh3	1736	3017
bienkinh3	1729	3024
bienkinh3	1716	3038
bienkinh3	1724	3043
bienkinh3	1729	3051
bienkinh3	1733	3055
bienkinh3	1745	3063
bienkinh3	1753	3057
bienkinh3	1758	3054
bienkinh3	1760	3058
bienkinh3	1760	3058
bienkinh3	1770	3052
bienkinh3	1783	3041
bienkinh3	1785	3041
bienkinh3	1777	3048
bienkinh3	1772	3055
bienkinh3	1771	3064
bienkinh3	1774	3072
bienkinh3	1765	3075
bienkinh3	1754	3078
bienkinh3	1748	3080
bienkinh3	1743	3063
bienkinh3	1733	3055
bienkinh3	1724	3046
bienkinh3	1715	3039
bienkinh3	1703	3028
bienkinh3	1697	3020
bienkinh3	1685	3008
bienkinh3	1683	3006
bienkinh3	1699	2986
bienkinh3	1711	2977
bienkinh3	1713	2973
bienkinh3	1716	2970
bienkinh3	1724	2963
bienkinh3	1729	2957
bienkinh3	1733	2952
bienkinh3	1737	2948
bienkinh3	1729	2956
bienkinh3	1720	2966
bienkinh3	1712	2974
bienkinh3	1705	2982
bienkinh3	1696	2991
bienkinh3	1692	2996
bienkinh3	1683	3007
bienkinh3	1674	3018
bienkinh3	1662	3032
bienkinh3	1647	3043
bienkinh3	1634	3044
bienkinh3	1628	3037
bienkinh3	1617	3029
bienkinh3	1609	3020
bienkinh3	1598	3010
bienkinh3	1590	3001
bienkinh3	1585	2995
bienkinh3	1593	3003
bienkinh3	1603	3012
bienkinh3	1611	3020
bienkinh3	1623	3032
bienkinh3	1632	3042
bienkinh3	1619	3025
bienkinh3	1622	3012
bienkinh3	1628	3003
bienkinh3	1634	2994
bienkinh3	1641	2984
bienkinh3	1650	2980
bienkinh3	1662	2994
bienkinh3	1666	3006
bienkinh3	1665	3017
bienkinh3	1653	3033
bienkinh3	1643	3045
bienkinh3	1635	3057
bienkinh3	1627	3065
bienkinh3	1620	3072
bienkinh3	1612	3078
bienkinh3	1603	3085
bienkinh3	1595	3092
bienkinh3	1598	3113
bienkinh3	1602	3117
bienkinh3	1614	3126
bienkinh3	1622	3133
bienkinh3	1630	3140
bienkinh3	1641	3152
bienkinh3	1646	3157
bienkinh3	1655	3166
bienkinh3	1657	3167
bienkinh3	1658	3168
bienkinh3	1671	3162
bienkinh3	1679	3149
bienkinh3	1685	3150
bienkinh3	1696	3162
bienkinh3	1706	3174
bienkinh3	1717	3186
bienkinh3	1711	3199
bienkinh3	1701	3206
bienkinh3	1695	3214
bienkinh3	1685	3224
bienkinh3	1677	3230
bienkinh3	1668	3231
bienkinh3	1663	3227
bienkinh3	1665	3219
bienkinh3	1663	3208
bienkinh3	1657	3198
bienkinh3	1652	3193
bienkinh3	1644	3187
bienkinh3	1660	3167
bienkinh3	1669	3160
bienkinh3	1680	3147
bienkinh3	1691	3136
bienkinh3	1700	3126
bienkinh3	1713	3112
bienkinh3	1711	3124
bienkinh3	1721	3132
bienkinh3	1730	3141
bienkinh3	1738	3150
bienkinh3	1744	3155
bienkinh3	1753	3154
bienkinh3	1760	3148
bienkinh3	1750	3160
bienkinh3	1739	3171
bienkinh3	1730	3180
bienkinh3	1722	3189
bienkinh4	1774	3094
bienkinh4	1766	3087
bienkinh4	1758	3081
bienkinh4	1749	3074
bienkinh4	1742	3066
bienkinh4	1737	3061
bienkinh4	1730	3054
bienkinh4	1726	3050
bienkinh4	1715	3037
bienkinh4	1725	3030
bienkinh4	1732	3022
bienkinh4	1739	3014
bienkinh4	1746	3007
bienkinh4	1754	2999
bienkinh4	1762	2991
bienkinh4	1768	2985
bienkinh4	1775	2978
bienkinh4	1780	2973
bienkinh4	1786	2967
bienkinh4	1792	2961
bienkinh4	1798	2955
bienkinh4	1806	2947
bienkinh4	1824	2949
bienkinh4	1832	2955
bienkinh4	1840	2964
bienkinh4	1847	2971
bienkinh4	1855	2978
bienkinh4	1862	2986
bienkinh4	1870	2994
bienkinh4	1879	3003
bienkinh4	1884	3008
bienkinh4	1887	3023
bienkinh4	1877	3034
bienkinh4	1866	3044
bienkinh4	1857	3051
bienkinh4	1848	3059
bienkinh4	1841	3066
bienkinh4	1835	3073
bienkinh4	1827	3082
bienkinh4	1820	3089
bienkinh4	1813	3097
bienkinh4	1807	3102
bienkinh4	1803	3107
bienkinh4	1795	3110
bienkinh4	1785	3106
bienkinh4	1775	3099
bienkinh4	1767	3089
bienkinh4	1761	3082
bienkinh4	1753	3074
bienkinh4	1743	3085
bienkinh4	1735	3090
bienkinh4	1722	3103
bienkinh4	1712	3113
bienkinh4	1700	3124
bienkinh4	1695	3130
bienkinh4	1688	3137
bienkinh4	1679	3145
bienkinh4	1671	3154
bienkinh4	1662	3162
bienkinh4	1655	3170
bienkinh4	1646	3178
bienkinh4	1636	3188
bienkinh4	1628	3199
bienkinh4	1620	3211
bienkinh4	1615	3217
bienkinh4	1605	3226
bienkinh4	1597	3232
bienkinh4	1587	3238
bienkinh4	1579	3235
bienkinh4	1569	3234
bienkinh4	1560	3241
bienkinh4	1559	3250
bienkinh4	1562	3260
bienkinh4	1568	3268
bienkinh4	1578	3272
bienkinh4	1587	3269
bienkinh4	1589	3259
bienkinh4	1589	3249
bienkinh4	1596	3240
bienkinh4	1604	3229
bienkinh4	1611	3218
bienkinh4	1619	3207
bienkinh4	1628	3196
bienkinh4	1640	3182
bienkinh4	1664	3162
bienkinh4	1672	3158
bienkinh4	1682	3145
bienkinh4	1693	3133
bienkinh4	1697	3129
bienkinh4	1706	3119
bienkinh4	1711	3115
tong_huong1	1604	3433
tong_huong1	1604	3422
tong_huong1	1604	3415
tong_huong1	1602	3404
tong_huong1	1599	3396
tong_huong1	1596	3388
tong_huong1	1594	3378
tong_huong1	1593	3369
tong_huong1	1592	3360
tong_huong1	1588	3351
tong_huong1	1585	3342
tong_huong1	1584	3333
tong_huong1	1583	3325
tong_huong1	1583	3314
tong_huong1	1583	3304
tong_huong1	1582	3295
tong_huong1	1582	3286
tong_huong1	1582	3273
tong_huong1	1579	3265
tong_huong1	1578	3258
tong_huong1	1573	3250
tong_huong1	1573	3242
tong_huong1	1579	3240
tong_huong1	1588	3240
tong_huong1	1595	3237
tong_huong1	1602	3231
tong_huong1	1606	3224
tong_huong1	1611	3218
tong_huong1	1617	3211
tong_huong1	1624	3205
tong_huong1	1630	3199
tong_huong1	1636	3193
tong_huong1	1645	3185
tong_huong1	1652	3177
tong_huong1	1658	3170
tong_huong1	1663	3164
tong_huong1	1669	3158
tong_huong1	1676	3152
tong_huong1	1682	3146
tong_huong1	1688	3140
tong_huong1	1694	3133
tong_huong1	1699	3127
tong_huong1	1706	3120
tong_huong1	1712	3114
tong_huong1	1719	3107
tong_huong1	1725	3101
tong_huong1	1733	3093
tong_huong1	1738	3088
tong_huong1	1748	3076
tong_huong2	1480	3329
tong_huong2	1486	3328
tong_huong2	1491	3325
tong_huong2	1497	3320
tong_huong2	1503	3314
tong_huong2	1506	3308
tong_huong2	1511	3300
tong_huong2	1513	3294
tong_huong2	1517	3287
tong_huong2	1521	3281
tong_huong2	1526	3274
tong_huong2	1531	3268
tong_huong2	1536	3262
tong_huong2	1541	3258
tong_huong2	1547	3255
tong_huong2	1554	3252
tong_huong2	1561	3248
tong_huong2	1567	3247
tong_huong2	1573	3251
tong_huong2	1579	3255
tong_huong2	1586	3252
tong_huong2	1591	3245
tong_huong2	1594	3239
tong_huong2	1600	3231
tong_huong2	1605	3225
tong_huong2	1612	3216
tong_huong2	1616	3212
tong_huong2	1622	3206
tong_huong2	1628	3200
tong_huong2	1633	3195
tong_huong2	1638	3191
tong_huong2	1645	3185
tong_huong2	1648	3181
tong_huong2	1654	3175
tong_huong2	1659	3169
tong_huong2	1664	3164
tong_huong2	1668	3160
tong_huong2	1673	3154
tong_huong2	1679	3149
tong_huong2	1683	3145
tong_huong2	1689	3139
tong_huong2	1694	3134
tong_huong2	1698	3130
tong_huong2	1703	3124
tong_huong2	1707	3119
tong_huong2	1712	3113
tong_huong2	1716	3109
tong_huong2	1722	3103
tong_huong2	1727	3098
tong_huong2	1732	3093
tong_huong2	1741	3084
tong_huong3	1767	3403
tong_huong3	1765	3399
tong_huong3	1762	3390
tong_huong3	1758	3381
tong_huong3	1756	3370
tong_huong3	1759	3363
tong_huong3	1763	3356
tong_huong3	1768	3347
tong_huong3	1767	3338
tong_huong3	1768	3327
tong_huong3	1770	3320
tong_huong3	1771	3311
tong_huong3	1772	3304
tong_huong3	1770	3295
tong_huong3	1767	3290
tong_huong3	1763	3283
tong_huong3	1759	3276
tong_huong3	1754	3272
tong_huong3	1746	3274
tong_huong3	1739	3269
tong_huong3	1734	3265
tong_huong3	1728	3258
tong_huong3	1726	3255
tong_huong3	1720	3246
tong_huong3	1715	3238
tong_huong3	1709	3231
tong_huong3	1699	3226
tong_huong3	1696	3219
tong_huong3	1697	3216
tong_huong3	1704	3207
tong_huong3	1709	3199
tong_huong3	1715	3194
tong_huong3	1719	3185
tong_huong3	1714	3179
tong_huong3	1708	3173
tong_huong3	1704	3168
tong_huong3	1698	3164
tong_huong3	1692	3158
tong_huong3	1685	3150
tong_huong3	1687	3142
tong_huong3	1691	3135
tong_huong3	1696	3128
tong_huong3	1700	3123
tong_huong3	1707	3116
tong_huong3	1712	3112
tong_huong3	1717	3107
tong_huong3	1722	3102
tong_huong3	1727	3097
tong_huong3	1732	3092
tong_huong3	1740	3084
tong_huong3	1747	3076
kim_huong1	1776	3050
kim_huong1	1768	3052
kim_huong1	1762	3054
kim_huong1	1754	3058
kim_huong1	1749	3067
kim_huong1	1748	3073
kim_huong1	1743	3082
kim_huong1	1736	3090
kim_huong1	1729	3098
kim_huong1	1722	3104
kim_huong1	1716	3110
kim_huong1	1709	3117
kim_huong1	1702	3123
kim_huong1	1696	3129
kim_huong1	1689	3136
kim_huong1	1683	3144
kim_huong1	1678	3150
kim_huong1	1673	3156
kim_huong1	1666	3163
kim_huong1	1660	3169
kim_huong1	1653	3175
kim_huong1	1647	3181
kim_huong1	1641	3188
kim_huong1	1635	3195
kim_huong1	1630	3201
kim_huong1	1622	3208
kim_huong1	1616	3213
kim_huong1	1610	3220
kim_huong1	1605	3226
kim_huong1	1597	3232
kim_huong1	1590	3240
kim_huong1	1580	3246
kim_huong1	1578	3238
kim_huong1	1574	3233
kim_huong1	1567	3235
kim_huong1	1563	3242
kim_huong1	1563	3251
kim_huong1	1567	3259
kim_huong1	1572	3264
kim_huong1	1579	3264
kim_huong1	1584	3261
kim_huong1	1589	3254
kim_huong1	1592	3246
kim_huong1	1591	3240
kim_huong1	1584	3244
kim_huong1	1578	3245
kim_huong2	1777	3048
kim_huong2	1772	3053
kim_huong2	1771	3062
kim_huong2	1769	3070
kim_huong2	1764	3075
kim_huong2	1755	3078
kim_huong2	1747	3082
kim_huong2	1740	3088
kim_huong2	1732	3093
kim_huong2	1726	3100
kim_huong2	1720	3105
kim_huong2	1714	3112
kim_huong2	1708	3118
kim_huong2	1702	3124
kim_huong2	1697	3130
kim_huong2	1691	3135
kim_huong2	1685	3141
kim_huong2	1678	3149
kim_huong2	1670	3157
kim_huong2	1665	3163
kim_huong2	1660	3167
kim_huong2	1654	3173
kim_huong2	1647	3180
kim_huong2	1641	3187
kim_huong2	1633	3197
kim_huong2	1628	3202
kim_huong2	1622	3209
kim_huong2	1616	3215
kim_huong2	1609	3223
kim_huong2	1602	3229
kim_huong2	1597	3234
kim_huong2	1591	3239
kim_huong2	1584	3235
kim_huong2	1580	3231
kim_huong2	1573	3233
kim_huong2	1567	3239
kim_huong2	1570	3242
kim_huong2	1578	3250
kim_huong2	1585	3254
kim_huong2	1591	3249
kim_huong2	1587	3243
kim_huong2	1580	3242
kim_huong2	1578	3248
kim_huong3	1770	3053
kim_huong3	1771	3058
kim_huong3	1769	3066
kim_huong3	1764	3072
kim_huong3	1758	3075
kim_huong3	1752	3077
kim_huong3	1744	3082
kim_huong3	1738	3087
kim_huong3	1734	3094
kim_huong3	1728	3103
kim_huong3	1721	3107
kim_huong3	1714	3112
kim_huong3	1710	3119
kim_huong3	1704	3127
kim_huong3	1697	3132
kim_huong3	1692	3137
kim_huong3	1684	3144
kim_huong3	1682	3149
kim_huong3	1688	3156
kim_huong3	1694	3162
kim_huong3	1700	3168
kim_huong3	1706	3174
kim_huong3	1713	3180
kim_huong3	1721	3187
kim_huong3	1719	3192
kim_huong3	1712	3198
kim_huong3	1706	3203
kim_huong3	1700	3207
kim_huong3	1692	3216
kim_huong3	1696	3220
kim_huong3	1703	3227
kim_huong3	1709	3233
kim_huong3	1716	3241
kim_huong3	1723	3249
kim_huong3	1728	3257
kim_huong3	1734	3264
kim_huong3	1743	3268
kim_huong3	1744	3277
kim_huong3	1741	3281
kim_huong3	1739	3276
kim_huong3	1738	3263
kim_huong3	1735	3261
